title,detail_title,job_url,company,company_name_full,company_url,company_url_from_job,salary_list,detail_salary,address_list,detail_location,exp_list,detail_experience,deadline,working_addresses,working_times,desc_mota,desc_yeucau,desc_quyenloi,skills,company_website,company_size,company_industry,company_address,company_description,source,id,site,job_url_direct,location,date_posted,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,description,company_logo,company_url_direct,company_addresses,company_num_employees,company_revenue,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
Embedded Linux & RTOS Developer @ Robotics Startup,Embedded Linux & RTOS Developer @ Robotics Startup,https://itviec.com/it-jobs/embedded-linux-rtos-developer-robotics-startup-onesec-2349?lab_feature=preview_jd_page,,,,,,Login to view,"['Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam, District 1, Ho Chi Minh']","Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam, District 1, Ho Chi Minh",,,,"Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam, District 1, Ho Chi Minh",,,,,"C++, Embedded",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Python Technical Lead (Cloud, FastAPI, Django)","Python Technical Lead (Cloud, FastAPI, Django)",https://itviec.com/it-jobs/python-technical-lead-cloud-fastapi-django-vsol-5753?lab_feature=preview_jd_page,,,,,,Login to view,"['Glory Home Building, 3rd Floor, 215 B10 Nguyen Van Huong Street, An Khanh Ward, Thu Duc City, Ho Chi Minh']","Glory Home Building, 3rd Floor, 215 B10 Nguyen Van Huong Street, An Khanh Ward, Thu Duc City, Ho Chi Minh",,,,"Glory Home Building, 3rd Floor, 215 B10 Nguyen Van Huong Street, An Khanh Ward, Thu Duc City, Ho Chi Minh",,,,,"Python, FastAPI, PostgreSql, Cloud, DevOps, Django",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
.NET Tech Lead,.NET Tech Lead,https://itviec.com/it-jobs/net-tech-lead-ngan-hang-a-chau-acb-2840?lab_feature=preview_jd_page,,,,,,Login to view,"['442  Nguyễn Thị Minh Khai, District 3, Ho Chi Minh']","442  Nguyễn Thị Minh Khai, District 3, Ho Chi Minh",,,,"442  Nguyễn Thị Minh Khai, District 3, Ho Chi Minh",,,,,"Software Architecture, Docker, SQL, Microservices, ReactJS, .NET",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quality Engineer - AGI,Quality Engineer - AGI,https://itviec.com/it-jobs/quality-engineer-agi-trusting-social-5013?lab_feature=preview_jd_page,,,,,,Login to view,"['Havana Tower - 132 Ham Nghi, District 1, Ho Chi Minh']","Havana Tower - 132 Ham Nghi, District 1, Ho Chi Minh",,,,"Havana Tower - 132 Ham Nghi, District 1, Ho Chi Minh",,,,,"QA QC, Automation Test, JavaScript, Python",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
Embedded Software Architect,Embedded Software Architect,https://itviec.com/it-jobs/embedded-software-architect-bosch-global-software-technologies-company-limited-4331?lab_feature=preview_jd_page,,,,,,Login to view,"['364 Cong Hoa street, ward 13, Tan Binh, Ho Chi Minh']","364 Cong Hoa street, ward 13, Tan Binh, Ho Chi Minh",,,,"364 Cong Hoa street, ward 13, Tan Binh, Ho Chi Minh",,,,,"Embedded Android, C language, C++, Android, Embedded C, Embedded",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle / Senior Data Analyst (Category Analyst),Middle / Senior Data Analyst (Category Analyst),https://itviec.com/it-jobs/middle-senior-data-analyst-category-analyst-droppii-0422?lab_feature=preview_jd_page,,,,,,Login to view,"['39A Ta Hien street, Quarter 1, Thanh My Loi Ward, District 2, Thu Duc City, Ho Chi Minh']","39A Ta Hien street, Quarter 1, Thanh My Loi Ward, District 2, Thu Duc City, Ho Chi Minh",,,,"39A Ta Hien street, Quarter 1, Thanh My Loi Ward, District 2, Thu Duc City, Ho Chi Minh",,,,,"Data Analysis, Metabase, Power BI, SQL",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Senior Data Analyst (PowerBI/Python, English)","Senior Data Analyst (PowerBI/Python, English)",https://itviec.com/it-jobs/senior-data-analyst-powerbi-python-english-geocomply-geotech-hub-vietnam-3435?lab_feature=preview_jd_page,,,,,,Login to view,"['Tầng 11, Cao ốc Saigon Trade Center, 37 Tôn Đức Thắng, Phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam, District 1, Ho Chi Minh']","Tầng 11, Cao ốc Saigon Trade Center, 37 Tôn Đức Thắng, Phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam, District 1, Ho Chi Minh",,,,"Tầng 11, Cao ốc Saigon Trade Center, 37 Tôn Đức Thắng, Phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam, District 1, Ho Chi Minh",,,,,"Data Analysis, English, Power BI, SQL, Python",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data Analyst (SQL, Google BigQuery, Python, R)","Data Analyst (SQL, Google BigQuery, Python, R)",https://itviec.com/it-jobs/data-analyst-sql-bigquery-python-unity-sport-jsc-3241?lab_feature=preview_jd_page,,,,,,Login to view,"['5th Floor – Lumiere Building, 628A Vo Nguyen Giap street, An Phu Ward , Thu Duc City, Ho Chi Minh']","5th Floor – Lumiere Building, 628A Vo Nguyen Giap street, An Phu Ward , Thu Duc City, Ho Chi Minh",,,,"5th Floor – Lumiere Building, 628A Vo Nguyen Giap street, An Phu Ward , Thu Duc City, Ho Chi Minh",,,,,"Data Analysis, R, Python, Google BigQuery, SQL",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senior Data Analyst,Senior Data Analyst,https://itviec.com/it-jobs/senior-data-analyst-ssi-securities-corporation-4449?lab_feature=preview_jd_page,,,,,,Login to view,"['1C Ngo Quyen, Hoan Kiem, Ha Noi']","1C Ngo Quyen, Hoan Kiem, Ha Noi",,,,"1C Ngo Quyen, Hoan Kiem, Ha Noi",,,,,"SQL, Tableau, Power BI, Big Data, Hadoop, Spark",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Intermediate/Senior) Data Analyst- $55K/year,(Intermediate/Senior) Data Analyst- $55K/year,https://itviec.com/it-jobs/intermediate-senior-data-analyst-55k-year-crossian-1851?lab_feature=preview_jd_page,,,,,,Login to view,"['Tầng 1, Tòa nhà Pax Sky, 63-65 phố Ngô Thì Nhậm, Phường Phạm Đình Hổ, Hai Ba Trung, Ha Noi']","Tầng 1, Tòa nhà Pax Sky, 63-65 phố Ngô Thì Nhậm, Phường Phạm Đình Hổ, Hai Ba Trung, Ha Noi",,,,"Tầng 1, Tòa nhà Pax Sky, 63-65 phố Ngô Thì Nhậm, Phường Phạm Đình Hổ, Hai Ba Trung, Ha Noi",,,,,"Data Analysis, Data Science, DevOps, Business Intelligence, Python, SQL",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
Associate Risk Manager,Associate Risk Manager,https://itviec.com/it-jobs/associate-risk-manager-trusting-social-0329?lab_feature=preview_jd_page,,,,,,Login to view,"['Havana Tower - 132 Ham Nghi, District 1, Ho Chi Minh']","Havana Tower - 132 Ham Nghi, District 1, Ho Chi Minh",,,,"Havana Tower - 132 Ham Nghi, District 1, Ho Chi Minh",,,,,"Python, Data Analysis, SQL",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Licensing Specialist,Software Licensing Specialist,https://itviec.com/it-jobs/software-licensing-specialist-renesas-design-vietnam-0528?lab_feature=preview_jd_page,,,,,,Login to view,"['31 Tan Thuan, District 7, Ho Chi Minh']","31 Tan Thuan, District 7, Ho Chi Minh",,,,"31 Tan Thuan, District 7, Ho Chi Minh",,,,,"Data Analysis, System Admin, Database, IT Support, English",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
Risk Analyst,Risk Analyst,https://itviec.com/it-jobs/risk-analyst-trusting-social-0035?lab_feature=preview_jd_page,,,,,,Login to view,"['Havana Tower - 132 Ham Nghi, District 1, Ho Chi Minh']","Havana Tower - 132 Ham Nghi, District 1, Ho Chi Minh",,,,"Havana Tower - 132 Ham Nghi, District 1, Ho Chi Minh",,,,,"Python, Data Analysis, SQL",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senior Software Asset Management Specialist,Senior Software Asset Management Specialist,https://itviec.com/it-jobs/senior-software-asset-management-specialist-renesas-design-vietnam-5510?lab_feature=preview_jd_page,,,,,,Login to view,"['31 Tan Thuan, District 7, Ho Chi Minh']","31 Tan Thuan, District 7, Ho Chi Minh",,,,"31 Tan Thuan, District 7, Ho Chi Minh",,,,,"Data Analysis, System Admin, Database, IT Support, English",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
DataOps,DataOps,https://itviec.com/it-jobs/dataops-deliveree-on-demand-logistics-2006?lab_feature=preview_jd_page,,,,,,Login to view,"['1/12 Hoàng Việt, Phường 4, Tân Bình, Hồ Chí Minh, Vietnam, Tan Binh, Ho Chi Minh']","1/12 Hoàng Việt, Phường 4, Tân Bình, Hồ Chí Minh, Vietnam, Tan Binh, Ho Chi Minh",,,,"1/12 Hoàng Việt, Phường 4, Tân Bình, Hồ Chí Minh, Vietnam, Tan Binh, Ho Chi Minh",,,,,"PostgreSql, Database, English",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Analyst,,https://www.linkedin.com/jobs/view/4325171508,FPT Software Career,,https://vn.linkedin.com/company/fptsoftwarecareer,,,,,,,,,,,,,,,,,IT Services and IT Consulting,,,LinkedIn,li-4325171508,linkedin,,,2025-11-29,fulltime,,,,,,False,mid-senior level,Information Technology,,TrangNTT51@fpt.com,"**Company Description** 




 FPT Corporation is Vietnam's leading technology corporation, founded in September 1988 with Information Technology and Telecommunications at its core. With a revenue nearing $2 billion and a workforce of over 83,000 employees, FPT has a global presence spanning 33 countries and serves over 600 customers worldwide, including more than 100 Fortune 500 companies. Known for its innovative and team\-spirited culture, FPT strives to pioneer new technology trends and reinforce Vietnam's position on the global technology map. For more information, please visit www.fpt.com.
 



  





**Position : Data Analyst** 




*Location : Ho Chi Minh City* 




*Work in office (district 9, F\-town HCM)* 




*We have shuttle bus* 




  





**Company Description** 





 FPT Software, a subsidiary of FPT Corporation, is a global technology and IT services provider headquartered in Vietnam, with USD 1\.22 billion in revenue (2024\) and over 33,000 employees in 30 countries. The company addresses complex business opportunities and challenges with world\-class services in Advanced Analytics, AI, Digital Platforms, Cloud, Hyperautomation, IoT, and Low\-code. FPT Software has partnered with over 1,100 clients worldwide, including more than 130 Fortune Global 500 companies in various industries such as Aviation, Automotive, Banking, Financial Services, Healthcare, Logistics, Manufacturing, and Utilities.
 




  





**Key Responsibilities:** 



* Work directly with clients and end users to clarify business requirements
* Analyze and visualize data to support reporting and decision\-making
* Standardize and model data for analytical purposes
* Design and develop dynamic reports and dashboards using Power BI
* Propose improvements to enhance data reliability, performance, and quality



**Qualifications:** 



* Minimum 3 years of experience in Data Analysis
* Strong communication and presentation skills in English
* Analytical mindset with the ability to handle large datasets
* Proficiency in Power BI
* Solid SQL skills for data querying and manipulation



  





**Benefits** 



* “FPT care” health insurance and is exclusive for FPT employees.
* Annual Summer Vacation: follows company’s policy and starts from May every year
* Salary review: 1 time per year
* International, dynamic, friendly working environment
* Annual leave, working conditions follow Vietnam labor laws.
* Other allowances: lunch allowance, working on\-site allowance, etc.



  





**\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-** 



* *Contact for more detail: TrangNTT51@fpt.com*",https://media.licdn.com/dms/image/v2/D560BAQEdgMtE6SX4wA/company-logo_100_100/B56Zh3xZ5yHQAY-/0/1754356097587/fptsoftwarecareer_logo?e=2147483647&v=beta&t=ZAOWsT8s3WcS-jwI3qb5Me7yTOT7kxr0IJr4ahvf6KY,,,,,,,,,
Marketing Data Analyst,,https://www.linkedin.com/jobs/view/4325022411,Palfish VietNam,,https://www.linkedin.com/company/palfishenglish,,,,,,,,,,,,,,,,,E-Learning Providers,,,LinkedIn,li-4325022411,linkedin,,,2025-11-29,fulltime,,,,,,False,entry level,Information Technology,,hr@palfishhcm.com,"**I. MÔ TẢ CÔNG VIỆC** 




**1\. Quản lý dữ liệu \& phân bổ lead:** 



* Thu thập dữ liệu lead từ các kênh Digital/ Performance/ Livestream … và chuẩn hóa thành dữ liệu sạch trước khi phân bổ.
* Quản lý lead: làm sạch, loại bỏ thông tin sai, merge dữ liệu trùng.
* Thiết lập và vận hành quy tắc phân bổ lead theo team Sales.
* Theo dõi lead tồn, lead chưa được phân bổ.
* Xử lý các trường hợp lead trùng giữa các team hoặc giữa các kênh.



**2\.** 

  
 
**Phối hợp Marketing:** 



* Là đầu mối làm việc với team Livestream và Digital để nắm rõ: nội dung livestream, gói sản phẩm/ ưu đãi trong buổi live, target audience, kỳ vọng số lượng lead.
* Sau mỗi buổi livestream/ chiến dịch digital: tổng hợp insight từ sales và đánh giá độ khớp tệp khách hàng.
* Đề xuất tối ưu hóa nội dung, kịch bản livestream hoặc thông điệp marketing dựa trên dữ liệu thực tế.



**3\.** 

  
 
**Điều phối với Sales \& đào tạo sản phẩm** 
 :
 


* Brief Sales trước các chương trình livestream/chiến dịch digital: gói sản phẩm, USP, ưu đãi.
* Hướng dẫn và đào tạo Sales về sản phẩm mới, thay đổi chính sách, combo, giá ưu đãi đặc biệt từ Marketing.
* Đảm bảo Sales nắm rõ loại lead từ mỗi kênh để gắn đúng kịch bản chăm sóc.
* Là cầu nối xử lý các vấn đề vận hành giữa Sales \& Marketing.



  





**II. YÊU CẦU** 



* Từ 2\-3 năm kinh nghiệm Data Operations, Sales Operations, Marketing Operations hoặc CRM Specialist, ưu tiên ngành giáo dục/ Edtech/ B2C.
* Có kinh nghiệm về CRM.
* Có khả năng giao tiếp Tiếng Anh là lợi thế.
* Tư duy hệ thống, kỷ luật dữ liệu, có kinh nghiệm xử lý cơ sở dữ liệu lớn \& trùng lặp.
* Am hiểu vận hành lead từ Marketing.
* Hiểu digital channels \& livestream là một lợi thế.
* Kỹ năng giao tiếp tốt, trung lập, xử lý tranh chấp giữa các team một cách minh bạch và logic.
* Có kinh nghiệm đào tạo nội bộ hoặc xây tài liệu sản phẩm là một điểm cộng.



  





**III. LƯƠNG \& PHÚC LỢI** 



* Mức lương:
 **15\.000\.000 – 25\.000\.000** 
 VND/ tháng tùy theo năng lực và kinh nghiệm.
* Cơ hội phát triển trở thành Lead Operations hoặc Data Operations Manager.
* Trợ cấp ăn trưa, trợ cấp laptop và vé gửi xe tháng.
* Làm việc trong môi trường công ty đa quốc gia.
* 12 ngày nghỉ phép/năm.
* Thưởng các ngày Lễ, Tết theo quy định của công ty .
* Được hưởng các chế độ về BHXH, BHYT, BHTN theo luật Lao động.



  





**IV. ĐỊA ĐIỂM LÀM VIỆC:** 
 Stellar Garden \- Le Van Thiem, Thanh Xuan, Ha Noi
 



  





**V. THỜI GIAN LÀM VIỆC:** 



* Thứ 2 – Thứ 6 \& 2 ngày Thứ 7 cuối tháng
* 8:30 – 18:00 (nghỉ trưa 12:00 – 13:30\)



  





**VI. ỨNG TUYỂN** 



* Email: hr@palfishhcm.com
* Hotline: 0779731677 (HR Department) or 0944 822 468 (Ms. Nhu)",https://media.licdn.com/dms/image/v2/D560BAQGdT8yI9k4VrA/company-logo_100_100/B56ZkYE3IyHQAU-/0/1757045553653/palfishenglish_logo?e=2147483647&v=beta&t=aCCwI9YnYZjJyWrozM9wQVff23vfSOmtuy5ygcigL-0,,,,,,,,,
Data Analytics Specialist - Top Global Manufacturer,,https://www.linkedin.com/jobs/view/4325021917,Michael Page,,https://uk.linkedin.com/company/michael-page,,,,,,,,,,,,,,,,,"IT Services and IT Consulting, Computer and Network Security, and Software Development",,,LinkedIn,li-4325021917,linkedin,,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",2025-11-29,fulltime,,,,,,False,entry level,Information Technology,,,"* Build impactful dashboards that drive business decisions
* Work with modern BI tools in a global\-scale environment


**About Our Client**
 Our client is a
 **global leader in manufacturing** 
 , operating at scale and investing heavily in advanced analytics and BI technologies. They are committed to leveraging data to improve operational efficiency and customer experience. If you enjoy solving complex problems with data visualization and analytics, this is the perfect opportunity.
   

  

**Job Description**
* Develop and maintain Power BI dashboards with best practices
* Translate business requirements into clear visuals and reports
* Implement data validation and governance for trusted insights
* Optimize dashboard performance and refresh strategies
* Collaborate with stakeholders to improve usability and adoption
* Continuously enhance BI solutions using new features and tools


**The Successful Applicant**
* 1\-3 years of experience in BI or reporting
* Strong skills in Power BI, DAX, and Power Query
* Understanding of data models and visualization principles
* Ability to communicate insights clearly to business users
* Collaborative mindset and problem\-solving skills


**What's on Offer**
* Opportunity to work on enterprise\-level BI projects
* Exposure to global operations and modern analytics tools
* Supportive environment with career growth potential


**Contact: Ngoc Le**
**Quote job ref: JN\-112025\-6892761**",https://media.licdn.com/dms/image/v2/D4D0BAQEYolBS9Ur7xg/company-logo_100_100/B4DZfE8Di8GUAQ-/0/1751355767316/michael_page_logo?e=2147483647&v=beta&t=oN5spxi0cnUj1YEQkYKwWSQ5Z4PTGgEt_4DziqASyYk,,,,,,,,,
